15 èþë. 2020 16:28:41,679 - {"ÈÍÖ-001737863":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:07:58 MSK"}]},"ÈÍÖ-001742935":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 14:40:54 MSK"},{"DONE":"14.07.2020 17:14:19 MSK"}]},"ÇÍÎ-001411564":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 14:49:32 MSK"},{"DONE":"13.07.2020 17:36:52 MSK"}]},"ÈÍÖ-001741567":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 11:33:00 MSK"}]},"ÇÍÎ-001414275":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:06:52 MSK"}]},"ÇÍÎ-001403422":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"13.07.2020 12:16:08 MSK"}]},"ÈÍÖ-001750957":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 15:24:42 MSK"}]},"ÈÍÖ-001717985":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"13.07.2020 12:44:38 MSK"}]},"ÈÍÖ-001736784":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 16:43:58 MSK"},{"DONE":"13.07.2020 17:53:23 MSK"},{"DONE":"14.07.2020 15:48:20 MSK"},{"DONE":"14.07.2020 16:12:35 MSK"}]},"ÈÍÖ-001744700":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"15.07.2020 10:21:22 MSK"},{"WAITING":"15.07.2020 12:02:17 MSK"},{"DONE":"15.07.2020 14:05:52 MSK"}]},"ÇÍÎ-001417533":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 15:22:30 MSK"},{"DONE":"14.07.2020 15:36:53 MSK"}]},"ÈÍÖ-001744421":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"15.07.2020 10:20:52 MSK"},{"DONE":"15.07.2020 11:52:11 MSK"},{"DONE":"15.07.2020 14:01:36 MSK"}]},"ÈÍÖ-001750940":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 15:24:26 MSK"}]},"ÈÍÖ-001745001":{"Assigned":"pestov","Current status":"NOT_US","History":[{"NOT_US":"15.07.2020 10:22:42 MSK"}]},"ÈÍÖ-001743061":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 14:41:10 MSK"},{"DONE":"14.07.2020 17:20:34 MSK"},{"DONE":"15.07.2020 13:56:38 MSK"}]},"ÈÍÖ-001736937":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 16:44:39 MSK"},{"DONE":"13.07.2020 17:57:53 MSK"}]},"ÈÍÖ-001737985":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:08:13 MSK"}]},"ÈÍÖ-001740813":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:10:05 MSK"}]},"ÈÍÖ-001678989":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"13.07.2020 12:14:05 MSK"}]},"ÈÍÖ-001741587":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 14:39:48 MSK"},{"DONE":"14.07.2020 15:51:56 MSK"}]},"ÈÍÖ-001748382":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 10:23:52 MSK"}]},"ÇÍÎ-001403562":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"10.07.2020 16:03:01 MSK"}]},"ÇÍÎ-001405862":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 09:59:06 MSK"},{"DONE":"13.07.2020 12:22:18 MSK"}]},"ÈÍÖ-001738069":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:08:30 MSK"}]},"ÈÍÖ-001719664":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"10.07.2020 16:05:42 MSK"},{"DONE":"13.07.2020 12:59:07 MSK"}]},"ÈÍÖ-001740765":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:09:50 MSK"}]},"ÈÍÖ-001741733":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 11:32:36 MSK"},{"DONE":"14.07.2020 12:15:01 MSK"},{"DONE":"14.07.2020 16:35:18 MSK"},{"DONE":"15.07.2020 10:58:24 MSK"}]},"ÇÍÎ-001414449":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:07:12 MSK"}]},"ÇÍÎ-001412701":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"15.07.2020 10:19:09 MSK"},{"DONE":"15.07.2020 10:41:24 MSK"}]},"ÇÍÎ-001414326":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 11:33:21 MSK"}]},"ÈÍÖ-001721468":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"13.07.2020 10:00:21 MSK"}]},"ÇÍÎ-001422604":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:42:43 MSK"}]},"ÇÍÎ-001413991":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 17:18:24 MSK"},{"DONE":"13.07.2020 17:48:21 MSK"}]},"ÇÍÎ-001422971":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:42:57 MSK"}]},"ÈÍÖ-001749741":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:44:31 MSK"}]},"ÇÍÎ-001403037":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"13.07.2020 12:37:11 MSK"}]},"ÇÍÎ-001397775":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 14:48:13 MSK"},{"NOT_US":"13.07.2020 17:21:29 MSK"},{"NOTE_DONE":"14.07.2020 14:41:49 MSK"},{"DONE":"14.07.2020 15:46:15 MSK"}]},"ÈÍÖ-001711791":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"13.07.2020 11:27:26 MSK"}]},"ÈÍÖ-001720949":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"10.07.2020 16:08:32 MSK"},{"DONE":"10.07.2020 16:17:00 MSK"},{"TASK":"14.07.2020 11:47:43 MSK"},{"DONE":"15.07.2020 13:30:45 MSK"}]},"ÇÍÎ-001411244":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 14:48:54 MSK"},{"WAITING":"13.07.2020 17:23:13 MSK"},{"DONE":"15.07.2020 10:25:08 MSK"}]},"ÇÍÎ-001420876":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 10:20:21 MSK"}]},"ÈÍÖ-001720823":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"10.07.2020 16:08:19 MSK"},{"WAITING":"10.07.2020 16:14:27 MSK"},{"DONE":"13.07.2020 13:05:59 MSK"}]},"ÈÍÖ-001741486":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 11:33:34 MSK"},{"DONE":"14.07.2020 12:10:04 MSK"},{"DONE":"14.07.2020 15:51:00 MSK"}]},"ÈÍÖ-001749014":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:43:58 MSK"}]},"ÇÍÎ-001400990":{"Assigned":"pestov","Current status":"DONE","History":[{"WAITING":"10.07.2020 10:18:51 MSK"},{"DONE":"14.07.2020 11:35:38 MSK"}]},"ÈÍÖ-001733339":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 10:02:41 MSK"},{"WAITING":"13.07.2020 17:49:42 MSK"},{"DONE":"14.07.2020 11:38:45 MSK"},{"DONE":"14.07.2020 15:47:36 MSK"}]},"ÇÍÎ-001404310":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"10.07.2020 15:55:07 MSK"},{"WAITING":"10.07.2020 15:56:40 MSK"},{"DONE":"14.07.2020 11:36:27 MSK"}]},"ÈÍÖ-001751168":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 16:25:01 MSK"}]},"ÈÍÖ-001671060":{"Assigned":"pestov","Current status":"TASK","History":[{"WAITING":"03.07.2020 16:13:20 MSK"}]},"ÈÍÖ-001734681":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 14:50:10 MSK"},{"DONE":"13.07.2020 17:52:31 MSK"}]},"ÈÍÖ-001720039":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"10.07.2020 16:06:50 MSK"}]},"ÈÍÖ-001721488":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"13.07.2020 10:00:46 MSK"}]},"ÈÍÖ-001721763":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 10:01:14 MSK"},{"DONE":"13.07.2020 13:13:37 MSK"}]},"ÈÍÖ-001748668":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:43:15 MSK"}]},"ÈÍÖ-001749004":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:43:37 MSK"}]},"ÈÍÖ-001749521":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:44:14 MSK"}]},"ÇÍÎ-001406568":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 09:59:24 MSK"},{"DONE":"13.07.2020 12:39:23 MSK"}]},"ÈÍÖ-001738350":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:08:46 MSK"}]},"ÈÍÖ-001750628":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:45:33 MSK"}]},"ÈÍÖ-001750342":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:45:14 MSK"},{"NOTE_DONE":"15.07.2020 14:50:06 MSK"}]},"ÈÍÖ-001733120":{"Assigned":"pestov","Current status":"WAITING","History":[{"NOTE_DONE":"13.07.2020 10:01:31 MSK"},{"DONE":"13.07.2020 13:17:35 MSK"},{"WAITING":"14.07.2020 15:44:23 MSK"}]},"ÇÍÎ-001417406":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 15:22:01 MSK"},{"DONE":"14.07.2020 15:34:24 MSK"}]},"ÈÍÖ-001737169":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 16:45:08 MSK"},{"DONE":"13.07.2020 18:01:08 MSK"}]},"ÇÍÎ-001408490":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 09:59:44 MSK"},{"DONE":"13.07.2020 12:43:43 MSK"}]},"ÈÍÖ-001742354":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 14:40:21 MSK"},{"DONE":"14.07.2020 17:04:43 MSK"}]},"ÇÍÎ-001418213":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 15:22:44 MSK"},{"DONE":"14.07.2020 15:39:07 MSK"}]},"ÈÍÖ-001744414":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 10:20:37 MSK"}]},"ÈÍÖ-001742755":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 14:40:35 MSK"},{"WAITING":"14.07.2020 17:08:34 MSK"},{"DONE":"15.07.2020 11:33:58 MSK"}]},"ÈÍÖ-001749942":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:44:51 MSK"}]},"ÈÍÖ-001720287":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"10.07.2020 16:07:43 MSK"},{"DONE":"10.07.2020 16:11:50 MSK"},{"DONE":"13.07.2020 13:01:03 MSK"}]},"ÈÍÖ-001748337":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 10:23:36 MSK"}]},"ÈÍÖ-001745472":{"Assigned":"pestov","Current status":"TASK","History":[{"NOTE_DONE":"15.07.2020 10:22:57 MSK"},{"TASK":"15.07.2020 12:12:51 MSK"}]},"ÇÍÎ-001422005":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:42:28 MSK"}]},"ÈÍÖ-001733637":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 14:49:50 MSK"},{"WAITING":"13.07.2020 17:51:30 MSK"},{"DONE":"14.07.2020 11:40:10 MSK"}]},"ÇÍÎ-001396654":{"Assigned":"pestov","Current status":"DONE","History":[{"TASK":"13.07.2020 15:08:52 MSK"},{"DONE":"14.07.2020 15:33:47 MSK"}]},"ÇÍÎ-001404571":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"10.07.2020 15:58:18 MSK"}]},"ÈÍÖ-001737677":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 17:19:29 MSK"},{"DONE":"13.07.2020 18:02:56 MSK"}]},"ÈÍÖ-001738646":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 10:09:00 MSK"},{"DONE":"14.07.2020 12:05:28 MSK"}]},"ÈÍÖ-001740724":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 10:09:35 MSK"},{"DONE":"14.07.2020 12:09:10 MSK"},{"DONE":"14.07.2020 15:50:02 MSK"}]},"ÇÍÎ-001414642":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:07:43 MSK"}]},"ÇÍÎ-001414641":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:07:28 MSK"}]},"ÇÍÎ-001417514":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 15:22:17 MSK"},{"DONE":"14.07.2020 15:35:38 MSK"}]},"ÈÍÖ-001744804":{"Assigned":"pestov","Current status":"WAITING","History":[{"NOTE_DONE":"15.07.2020 10:21:40 MSK"},{"WAITING":"15.07.2020 12:03:52 MSK"}]},"ÇÍÎ-001410445":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 10:00:02 MSK"}]},"ÈÍÖ-001745734":{"Assigned":"pestov","Current status":"WAITING","History":[{"NOTE_DONE":"15.07.2020 10:23:20 MSK"},{"WAITING":"15.07.2020 12:17:14 MSK"}]},"ÇÍÎ-001418685":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"15.07.2020 10:19:24 MSK"},{"DONE":"15.07.2020 10:43:43 MSK"}]},"ÇÍÎ-001419532":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 10:19:41 MSK"}]},"ÈÍÖ-001741890":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 14:40:04 MSK"},{"DONE":"14.07.2020 16:07:02 MSK"},{"DONE":"15.07.2020 11:03:22 MSK"}]},"ÇÍÎ-001411373":{"Assigned":"pestov","Current status":"TASK","History":[{"NOTE_DONE":"13.07.2020 14:49:16 MSK"},{"TASK":"13.07.2020 17:35:50 MSK"}]},"ÈÍÖ-001744495":{"Assigned":"pestov","Current status":"TASK","History":[{"NOTE_DONE":"15.07.2020 10:21:07 MSK"},{"TASK":"15.07.2020 11:54:30 MSK"}]},"ÇÍÎ-001423344":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 15:24:11 MSK"}]},"ÈÍÖ-001720580":{"Assigned":"pestov","Current status":"TASK","History":[{"NOTE_DONE":"10.07.2020 16:08:04 MSK"},{"TASK":"10.07.2020 16:13:05 MSK"}]},"ÇÍÎ-001421566":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:42:12 MSK"}]},"ÈÍÖ-001738771":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:09:23 MSK"}]},"ÈÍÖ-001733247":{"Assigned":"pestov","Current status":"NOT_US","History":[{"NOTE_DONE":"13.07.2020 10:02:20 MSK"},{"NOT_US":"13.07.2020 13:20:58 MSK"}]},"ÇÍÎ-001398704":{"Assigned":"pestov","Current status":"TASK","History":[{"TASK":"09.07.2020 16:33:57 MSK"}]},"ÈÍÖ-001733244":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 10:01:52 MSK"},{"DONE":"13.07.2020 13:20:00 MSK"}]},"ÇÍÎ-001420075":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"15.07.2020 10:20:05 MSK"},{"DONE":"15.07.2020 10:44:44 MSK"}]}}
15 èþë. 2020 16:28:51,131 - ÈÍÖ-001751168
15 èþë. 2020 16:49:25,926 - 1
15 èþë. 2020 16:49:28,609 - 36
15 èþë. 2020 16:49:31,125 - 10
15 èþë. 2020 16:49:42,802 - 10
15 èþë. 2020 16:49:46,025 - 1
15 èþë. 2020 16:49:46,594 - 0
15 èþë. 2020 16:49:55,082 - ÈÍÖ-001751168
16 èþë. 2020 11:43:36,660 - 6
16 èþë. 2020 15:04:24,363 - 1
16 èþë. 2020 15:04:27,123 - 30
16 èþë. 2020 15:04:29,039 - 10
16 èþë. 2020 15:04:30,555 - 0
16 èþë. 2020 15:04:31,679 - 0
16 èþë. 2020 15:04:33,084 - 0
16 èþë. 2020 15:05:17,275 - ÇÍÎ-001427547
16 èþë. 2020 15:14:31,963 - 1
16 èþë. 2020 15:14:39,697 - 34
16 èþë. 2020 15:14:44,383 - 5
16 èþë. 2020 15:14:58,950 - 10
16 èþë. 2020 15:15:02,107 - 1
16 èþë. 2020 15:15:03,906 - 0
16 èþë. 2020 15:15:14,254 - ÇÍÎ-001427799
16 èþë. 2020 15:15:24,267 - ÇÍÎ-001428043
16 èþë. 2020 15:17:35,239 - 1
16 èþë. 2020 15:17:42,567 - 34
16 èþë. 2020 15:17:47,269 - 5
16 èþë. 2020 15:17:52,690 - 10
16 èþë. 2020 15:17:54,531 - 1
16 èþë. 2020 15:17:55,615 - 0
16 èþë. 2020 15:18:01,809 - ÇÍÎ-001427799
16 èþë. 2020 15:19:45,999 - 1
16 èþë. 2020 15:20:06,247 - 34
16 èþë. 2020 15:20:14,850 - 5
16 èþë. 2020 15:20:44,691 - 10
16 èþë. 2020 15:20:52,238 - 1
16 èþë. 2020 15:20:56,411 - 0
16 èþë. 2020 15:22:36,961 - 1
16 èþë. 2020 15:22:38,694 - 34
16 èþë. 2020 15:22:40,011 - 5
16 èþë. 2020 15:22:41,388 - 10
16 èþë. 2020 15:22:42,661 - 1
16 èþë. 2020 15:22:44,998 - 0
16 èþë. 2020 15:22:51,146 - ÇÍÎ-001427799
16 èþë. 2020 15:22:59,745 - ÇÍÎ-001428043
16 èþë. 2020 15:24:00,763 - 1
16 èþë. 2020 15:24:02,118 - 34
16 èþë. 2020 15:24:03,577 - 5
16 èþë. 2020 15:24:05,157 - 10
16 èþë. 2020 15:24:06,212 - 1
16 èþë. 2020 15:24:07,893 - 0
16 èþë. 2020 15:24:13,132 - ÇÍÎ-001428043
16 èþë. 2020 15:27:43,369 - 1
16 èþë. 2020 15:27:56,603 - 1
16 èþë. 2020 15:27:58,165 - 34
16 èþë. 2020 15:27:59,968 - 5
16 èþë. 2020 15:28:02,048 - 10
16 èþë. 2020 15:28:03,526 - 1
16 èþë. 2020 15:28:04,629 - 0
16 èþë. 2020 15:28:11,903 - ÇÍÎ-001428043
16 èþë. 2020 15:28:33,182 - ÇÍÎ-001428043
16 èþë. 2020 15:28:58,002 - 1
16 èþë. 2020 15:28:59,722 - 34
16 èþë. 2020 15:29:01,162 - 5
16 èþë. 2020 15:29:02,848 - 10
16 èþë. 2020 15:29:04,830 - 1
16 èþë. 2020 15:29:05,527 - 0
16 èþë. 2020 15:29:11,178 - ÇÍÎ-001427799
16 èþë. 2020 15:40:13,012 - 1
16 èþë. 2020 15:40:14,266 - 34
16 èþë. 2020 15:40:16,464 - 5
16 èþë. 2020 15:40:17,965 - 10
16 èþë. 2020 15:40:18,888 - 1
16 èþë. 2020 15:40:19,535 - 0
16 èþë. 2020 15:40:31,721 - ÈÍÖ-001757296
16 èþë. 2020 15:42:17,903 - ÇÍÎ-001427799
16 èþë. 2020 15:42:25,584 - ÈÍÖ-001757296
16 èþë. 2020 15:42:33,918 - ÇÍÎ-001428043
16 èþë. 2020 15:44:09,194 - 1
16 èþë. 2020 15:44:11,023 - 34
16 èþë. 2020 15:44:12,258 - 5
16 èþë. 2020 15:44:13,665 - 10
16 èþë. 2020 15:44:15,077 - 1
16 èþë. 2020 15:44:15,635 - 0
16 èþë. 2020 15:44:19,434 - ÇÍÎ-001428044
16 èþë. 2020 15:46:26,404 - 1
16 èþë. 2020 15:46:27,572 - 34
16 èþë. 2020 15:46:28,964 - 5
16 èþë. 2020 15:46:30,876 - 10
16 èþë. 2020 15:46:31,739 - 0
16 èþë. 2020 15:46:33,045 - 0
16 èþë. 2020 15:46:34,602 - if (task.getStatus() == TaskStatus.NOTE_DONE &&
16 èþë. 2020 15:46:42,310 - ÇÍÎ-001428044
16 èþë. 2020 15:46:45,337 - ÇÍÎ-001428045
16 èþë. 2020 15:46:48,653 - ÇÍÎ-001428046
16 èþë. 2020 15:53:53,840 - 1
16 èþë. 2020 15:53:59,037 - 34
16 èþë. 2020 15:54:01,302 - 5
16 èþë. 2020 15:54:02,628 - 10
16 èþë. 2020 15:54:03,240 - 1
16 èþë. 2020 15:54:04,262 - 0
16 èþë. 2020 15:54:11,960 - ÇÍÎ-001428045
16 èþë. 2020 15:54:15,218 - ÇÍÎ-001428046
16 èþë. 2020 15:56:07,082 - ÇÍÎ-001428047
16 èþë. 2020 15:58:34,776 - 1
16 èþë. 2020 15:58:36,649 - 34
16 èþë. 2020 15:58:37,884 - 10
16 èþë. 2020 15:58:42,837 - 10
16 èþë. 2020 15:58:44,889 - 1
16 èþë. 2020 15:58:45,395 - 0
16 èþë. 2020 15:58:49,024 - ÇÍÎ-001428048
16 èþë. 2020 15:58:53,002 - ÇÍÎ-001428049
16 èþë. 2020 16:01:06,256 - 1
16 èþë. 2020 16:01:08,235 - 39
16 èþë. 2020 16:01:16,849 - 10
16 èþë. 2020 16:01:21,751 - 10
16 èþë. 2020 16:01:26,776 - 1
16 èþë. 2020 16:01:28,207 - 0
16 èþë. 2020 16:01:41,096 - ÇÍÎ-001421587-001
16 èþë. 2020 16:01:50,459 - ÇÍÎ-001427799
16 èþë. 2020 16:01:58,839 - ÇÍÎ-001428043
16 èþë. 2020 16:02:07,293 - ÇÍÎ-001428052
16 èþë. 2020 16:02:16,346 - ÈÍÖ-001757296
16 èþë. 2020 16:02:25,047 - ÈÍÖ-001757811
16 èþë. 2020 16:02:40,183 - ÈÍÖ-001758159
20 èþë. 2020 13:59:33,486 - 6
20 èþë. 2020 13:59:43,483 - 1
20 èþë. 2020 13:59:47,592 - 5
20 èþë. 2020 13:59:48,382 - 1
20 èþë. 2020 13:59:57,314 - ÇÍÎ-001430709
20 èþë. 2020 14:00:01,857 - 1
20 èþë. 2020 14:00:03,013 - 1
20 èþë. 2020 14:00:04,363 - 1
20 èþë. 2020 14:00:06,971 - ÇÍÎ-001430708
20 èþë. 2020 14:03:18,256 - 6
20 èþë. 2020 14:11:06,414 - 6
20 èþë. 2020 16:51:15,662 - 1
20 èþë. 2020 16:51:18,382 - 1
20 èþë. 2020 16:51:19,783 - 1
20 èþë. 2020 16:51:28,059 - ÈÍÖ-001778256
23 èþë. 2020 11:38:54,184 - 1
23 èþë. 2020 11:38:56,805 - 3
23 èþë. 2020 11:38:59,041 - ÈÍÖ-001789155
23 èþë. 2020 11:39:01,683 - ÈÍÖ-001789156
23 èþë. 2020 11:39:04,439 - ÈÍÖ-001789157
23 èþë. 2020 11:47:35,154 - 1
23 èþë. 2020 11:47:37,895 - 2
23 èþë. 2020 11:47:39,117 - public String getAuthor() {
23 èþë. 2020 11:48:02,206 - ÈÍÖ-001795892
23 èþë. 2020 11:48:03,885 - 
23 èþë. 2020 11:48:29,081 - 1
23 èþë. 2020 11:48:30,624 - 1
23 èþë. 2020 11:48:32,358 - ÈÍÖ-001795892
23 èþë. 2020 11:48:35,303 - ÈÍÖ-001795893
23 èþë. 2020 11:48:36,905 - 
23 èþë. 2020 11:48:46,863 - q
